node_1|node_2|edge|chunk_id
antrag|grenzüberschreitende beratungshilfe|Für die Übermittlung von Anträgen auf grenzüberschreitende Beratungshilfe gilt § 1077 der Zivilprozessordnung entsprechend.|a6bfa226633942058425f7f5f04e3a4e
ersuchen|grenzüberschreitende beratungshilfe|Für eingehende Ersuchen um grenzüberschreitende Beratungshilfe ist das in § 4 Absatz 1 Satz 2 bezeichnete Amtsgericht zuständig.|a6bfa226633942058425f7f5f04e3a4e
ersuchen|§ 4 absatz 1 satz 2|Für eingehende Ersuchen um grenzüberschreitende Beratungshilfe ist das in § 4 Absatz 1 Satz 2 bezeichnete Amtsgericht zuständig.|a6bfa226633942058425f7f5f04e3a4e
amtsgericht|grenzüberschreitende beratungshilfe|Für eingehende Ersuchen um grenzüberschreitende Beratungshilfe ist das in § 4 Absatz 1 Satz 2 bezeichnete Amtsgericht zuständig.|a6bfa226633942058425f7f5f04e3a4e
§ 1078 der zivilprozessordnung|grenzüberschreitende beratungshilfe|§ 1078 Absatz 1 Satz 2, Absatz 2 Satz 2 und Absatz 3 der Zivilprozessordnung gilt entsprechend für eingehende Ersuchen um grenzüberschreitende Beratungshilfe.|a6bfa226633942058425f7f5f04e3a4e
unterhaltssachen|verordnung (eg) nr. 4/2009 des rates|Bei Unterhaltssachen nach der Verordnung (EG) Nr. 4/2009 des Rates wird grenzüberschreitende Unterhaltssachen verhandelt.|a6bfa226633942058425f7f5f04e3a4e
dezember 2008|abl.|has publication date|1b1a07dc6a7542988cf5e52845123193
beratungshilfe|verordnung|Beratungshilfe wird gemäß Artikel 46 und 47 Absatz 2 dieser Verordnung gewährt|90e5de556c8140af85405bda3653e765
antrag|unterhaltssachen|Anträge in Unterhaltssachen auf grenzüberschreitende Beratungshilfe gemäß § 10 Absatz 1|90e5de556c8140af85405bda3653e765
amtsgericht|oberlandesgerichts|Amtsgericht am Sitz des Oberlandesgerichts ist zuständig für ausgehende Anträge in Unterhaltssachen auf grenzüberschreitende Beratungshilfe|90e5de556c8140af85405bda3653e765
gericht|rechtsuchenden|Gericht am Sitz des Oberlandesgerichts ist zuständig in dessen Bezirk die Rechtsuchenden ihren gewöhnlichen Aufenthalt haben|90e5de556c8140af85405bda3653e765
ersuchen|gericht|Amtsgericht am Sitz des Oberlandesgerichts ist zuständig für eingehende Ersuchen gemäß § 4 Absatz 1 Satz 2|90e5de556c8140af85405bda3653e765
bundesministerium der justiz|rechtsverordnung|Bundesministerium der Justiz wird ermächtigt, Formulare für den Antrag auf Gewährung von Beratungshilfe und auf Zahlung der Vergütung der Beratungsperson einzuführen und deren Verwendung vorzuschreiben|90e5de556c8140af85405bda3653e765
öffentliche rechtsberatung|beratungshilfe|In den Ländern Bremen und Hamburg tritt die öffentliche Rechtsberatung an die Stelle der Beratungshilfe, wenn und soweit das Landesrecht nichts anderes bestimmt|90e5de556c8140af85405bda3653e765
rechtsuchende|rechtsberatung|Im Land Berlin haben Rechtsuchende die Wahl zwischen der Inanspruchnahme der öffentlichen Rechtsberatung und Beratungshilfe, wenn und soweit das Landesrecht nichts anderes bestimmt|90e5de556c8140af85405bda3653e765
beratungsstellen|beratungshilfe|Länder können durch Gesetz die ausschließliche Zuständigkeit von Beratungsstellen zur Gewährung von Beratungshilfe bestimmen|90e5de556c8140af85405bda3653e765
justiz|bundesministerium|Ein Service des Bundesministeriums der Justiz sowie des Bundesamts für Justiz|90e5de556c8140af85405bda3653e765
rechtsanwalt|rechtsuchenden|Rechtsanwälte sind in gleicher Weise wie ein beauftragter Rechtsanwalt zur Verschwiegenheit verpflichtet und mit schriftlicher Zustimmung der Rechtsuchenden berechtigt, Auskünfte aus Akten zu erhalten und Akteneinsicht zu nehmen|90e5de556c8140af85405bda3653e765
rechtsstreits|kostenrisiko|Einleitung eines gerichtlichen Verfahrens erfordert Überlegungen zu dem damit verbundenen Kostenrisiko|90e5de556c8140af85405bda3653e765
kläger|kostenursachen|Kläger muss im Wesentlichen drei verschiedene Kostenursachen berücksichtigen: Gerichtsgebühren, Rechtsanwaltskosten sowie die im Laufe des Prozesses entstehenden gerichtlichen Auslagen|90e5de556c8140af85405bda3653e765
gerichtsgebühren|gegenleistung|Gerichtsgebühren sind die Gegenleistung für die Inanspruchnahme der Gerichte|90e5de556c8140af85405bda3653e765
klage|gerichtsgebühren|Gerichtsgebühren sind mit Einreichung einer Klage-, Antrags-, Einspruchs- oder Rechtsmittelschrift als Vorschuss fällig|90e5de556c8140af85405bda3653e765
wert|streitgegenstand|Höhe der einzelnen Gebühr bestimmt sich nach dem Wert des der Klage zugrunde liegenden Streitgegenstandes|90e5de556c8140af85405bda3653e765
rechtsanwalt|vergütung|Wer einen Rechtsanwalt beauftragt, schuldet diesem eine Vergütung|90e5de556c8140af85405bda3653e765
rechtsanwalt|einigung|Rechtsanwalt und Einigung sind im Kontext der Gebühren miteinander verbunden, da die Einigung unter Mitwirkung des Rechtsanwalts zu zusätzlichen außergerichtlichen Einigungsgebühren führt.|b2f4edea838142eb9436d32c460e0d6a
einigung|außergerichtliche einigungsgebühr|Die Einigung führt zur Entstehung einer außergerichtlichen Einigungsgebühr gemäß Nr. 1000 VV-RVG.|b2f4edea838142eb9436d32c460e0d6a
rechtsanwalt|verfahrensgebühr|Der Rechtsanwalt hat Anspruch auf eine Verfahrensgebühr für die Betreibung eines gerichtlichen Verfahrens.|b2f4edea838142eb9436d32c460e0d6a
außergerichtliche geschäftsgebühr|verfahrensgebühr|Eine zuvor entstandene außergerichtliche Geschäftsgebühr ist auf die Verfahrensgebühr anzurechnen.|b2f4edea838142eb9436d32c460e0d6a
gerichtstermins|wahrnehmung|is part of|b98aa18e5662406c8ef0dbf0ab08cf6e
gerichtstermins|anwalt|participates in|b98aa18e5662406c8ef0dbf0ab08cf6e
gerichtstermins|prozess|ends with|b98aa18e5662406c8ef0dbf0ab08cf6e
prozess|prozessvergleich|ends with|b98aa18e5662406c8ef0dbf0ab08cf6e
prozessvergleich|anwalt|participates in|b98aa18e5662406c8ef0dbf0ab08cf6e
prozessvergleich|einigungsgebühr|results in|b98aa18e5662406c8ef0dbf0ab08cf6e
anwalt|mitwirkung|receives|b98aa18e5662406c8ef0dbf0ab08cf6e
anwalt|einigungsgebühr|receives|b98aa18e5662406c8ef0dbf0ab08cf6e
mandanten|euro-betrag|pays|b98aa18e5662406c8ef0dbf0ab08cf6e
gegenstandswert|anwaltliche tätigkeit|Der Gegenstandswert ist relevant für die Berechnung der anwaltlichen Tätigkeit gemäß der Gebührentabelle.|0d77778e1c0a4500ae04d6cfc44791f1
gegenstandswert|gebührentabelle|Der Gegenstandswert ist ein Parameter, der in der Gebührentabelle gemäß § 13 RVG zur Bestimmung der Gebührenhöhe verwendet wird.|0d77778e1c0a4500ae04d6cfc44791f1
gebührentabelle|§ 13 rvg|Die Gebührentabelle ist gemäß § 13 RVG relevant für die Bestimmung der Gebührenhöhe.|0d77778e1c0a4500ae04d6cfc44791f1
nettogebühr|gegenstandswert|Die Nettogebühr variiert entsprechend dem Gegenstandswert, z.B. beträgt eine Nettogebühr von 303,- € bei einem Gegenstandswert von bis zu 5.000,- €.|0d77778e1c0a4500ae04d6cfc44791f1
1,3-fache geschäftsgebühr|gegenstandswert|Die 1,3-fache Geschäftsgebühr ist abhängig vom Gegenstandswert, z.B. ergibt sich ein Betrag in Höhe von 393,90 € bei diesem Gegenstandswert.|0d77778e1c0a4500ae04d6cfc44791f1
anspruch|ersatz von post- und telekommunikationsdienstentgelten|Der Rechtsanwalt hat Anspruch auf Ersatz von Post- und Telekommunikationsdienstentgelten nach bestimmten Vorschriften.|0d77778e1c0a4500ae04d6cfc44791f1
rechtsanwalt|umsatzsteuer|Der Rechtsanwalt kann auf seine Leistungen Umsatzsteuer gemäß einer bestimmten Vorschrift verlangen.|0d77778e1c0a4500ae04d6cfc44791f1
verkehrsunfall|außergerichtliche vergleichsweise abwicklung|Für die außergerichtliche vergleichsweise Abwicklung eines Verkehrsunfalls gelten bestimmte Honorarforderungen, z.B. eine 1,3 Geschäftsgebühr in Höhe von 592,80 €.|0d77778e1c0a4500ae04d6cfc44791f1
verkehrsunfall|gerichtliche anwaltliche tätigkeit|Im Falle von außergerichtlichen Verhandlungen über Ansprüche aus dem Verkehrsunfall entstehen spezifische Honorarforderungen für die gerichtliche anwaltliche Tätigkeit.|0d77778e1c0a4500ae04d6cfc44791f1
gerichtsgebühren|rechtsstreit|Zusätzlich zu Gerichtsgebühren und Rechtsanwaltskosten fallen in einem Rechtsstreit weitere Auslagen an, z.B. Dokumentenpauschalen und Kosten der Beweisaufnahme.|0d77778e1c0a4500ae04d6cfc44791f1
prozesskostenhilfe|zugang zu den gerichten|Die Prozesskostenhilfe gewährleistet, dass der Zugang zu den Gerichten jeder Partei in gleicher Weise offensteht, unabhängig von den finanziellen Mitteln.|0d77778e1c0a4500ae04d6cfc44791f1
3|129a|is related to|0c9148f3bba44ae98004dd258bb79b4a
129a|abs.|is a part of|0c9148f3bba44ae98004dd258bb79b4a
antrag|antragsteller|Der Antrag muss vom Antragsteller oder seinem Bevollmächtigten unterzeichnet sein.|401f9d4a715b437e8e7df73bd0ee0907
antrag|kläger|Der Kläger kann den Antrag nicht nur vor Klageerhebung, sondern in jedem Stadium des Rechtsstreits stellen.|401f9d4a715b437e8e7df73bd0ee0907
antrag|beklagter|Der Beklagte kann den Antrag - ab Zustellung der Klage - ebenfalls stellen.|401f9d4a715b437e8e7df73bd0ee0907
pkh-antrag|prozessgericht|Der PKH-Antrag muss bei dem für die Hauptsache örtlich und sachlich zuständigen Prozessgericht des zuständigen Rechtsweges eingereicht werden.|401f9d4a715b437e8e7df73bd0ee0907
gericht|pkh-verfahren|Fehlt die Zuständigkeit, so verweist das Gericht das PKH-Verfahren auf Antrag und nach Anhörung des Gegners an das zuständige Gericht.|401f9d4a715b437e8e7df73bd0ee0907
gericht|pkh-antrag|Bleibt der Antrag aus, wird der PKH-Antrag abgelehnt.|401f9d4a715b437e8e7df73bd0ee0907
gericht|rechtsweg|Das Gericht, an das verwiesen wurde, ist zwar für das PKH-Verfahren, nicht aber für die Hauptsache an die Verweisung gebunden.|401f9d4a715b437e8e7df73bd0ee0907
gericht|rechtsweg|Hält das angegangene Gericht den beschrittenen Rechtsweg für nicht gegeben, so wird der PKH-Antrag abgelehnt.|401f9d4a715b437e8e7df73bd0ee0907
antrag|streitverhältnis|Im Antrag ist das Streitverhältnis unter Angabe der Beweismittel darzustellen.|401f9d4a715b437e8e7df73bd0ee0907
rn|registered nurse|Rn is an acronym for Registered Nurse|f678116db5044966b6858b1327abc201
klage|prozesskostenhilfegesuch|Klage und Prozesskostenhilfegesuch sind eng miteinander verbunden, da bei falscher Bezeichnung eines Antrags als „Klage und Prozesskostenhilfegesuch“ Probleme bezüglich unbedingter Klageerhebung entstehen können, was wiederum ein Kostenrisiko für den Antragsteller darstellt.|5c9e7e222b4e49ef8b93541ff3db89c6
antrag|klage|Der Antragsteller muss eindeutig klarstellen, dass er den Klageantrag nur unter der Bedingung der Bewilligung von Prozesskostenhilfe stellen will, um Probleme bei der Zustellung an den Gegner und ein daraus resultierendes Kostenrisiko zu vermeiden.|5c9e7e222b4e49ef8b93541ff3db89c6
klage|zustellung|Eine unbedingte Klageerhebung kann bereits bei Zustellung an den Gegner vorliegen, was zu Problemen für den Antragsteller führen kann.|5c9e7e222b4e49ef8b93541ff3db89c6
zustellung|gegner|Das Gericht kann eine Klagezustellung verhindern, wenn es beim Antragsteller Rückfrage hält oder Klageschrift und Prozesskostenhilfe-Antrag formlos an den Gegner zur Stellungnahme übersendet.|5c9e7e222b4e49ef8b93541ff3db89c6
erklärung|persönliche und wirtschaftliche verhältnisse|Nach § 117 Abs. 2 ZPO sind dem Antrag eine Erklärung der Partei über ihre persönlichen und wirtschaftlichen Verhältnisse (Familienverhältnisse, Beruf, Vermögen, Einkommen und Lasten) sowie Belege beizufügen.|5c9e7e222b4e49ef8b93541ff3db89c6
antrag|vordrucke|Es stehen Vordrucke zur Verfügung, die der Antragsteller zu verwenden hat gemäß § 117 Abs. 4 ZPO.|5c9e7e222b4e49ef8b93541ff3db89c6
ausfüllen|vordruck|Unvollständiges Ausfüllen eines Vordruckes ist nur dann unschädlich, wenn sich das Gericht dennoch ein zuverlässiges Bild über die Verhältnisse des Antragstellers machen oder fehlende Angaben den beigefügten Unterlagen entnehmen kann.|5c9e7e222b4e49ef8b93541ff3db89c6
verjährung|bekanntgabe|wird durch die Bekanntgabe des erstmaligen Antrags gegenüber dem Schuldner gehemmt|837a6c9c9cda4930aabb33beddded5c4
verjährung|antrag|Die Veranlassung der Bekanntgabe des erstmaligen Antrags gegenüber dem Schuldner bewirkt die Hemmung der Verjährung|837a6c9c9cda4930aabb33beddded5c4
antrag|gericht|Einreichung des Antrags bei Gericht|837a6c9c9cda4930aabb33beddded5c4
antrag|bekanntgabe|Die Bekanntgabe des erstmaligen Antrags gegenüber dem Schuldner|837a6c9c9cda4930aabb33beddded5c4
antrag|§ 117 zpo|Antrag muss in beiden Fällen den wesentlichen Voraussetzungen des § 117 ZPO entsprechen|880baac627314cefac186dc4b8af44e6
antrag|parteien|Antrag muss die Parteien und das Gericht bezeichnen|880baac627314cefac186dc4b8af44e6
antrag|gericht|Antrag muss die Parteien und das Gericht bezeichnen|880baac627314cefac186dc4b8af44e6
antrag|anspruchsgrund|Antrag muss einen bestimmten Antrag und Anspruchsgrund enthalten|880baac627314cefac186dc4b8af44e6
antrag|§§ 114 ff. zpo|Nur der erste PKH-Antrag hemmt die Verjährung, nicht seine Wiederholung, auch wenn der erste Antrag die Voraussetzungen der §§ 114 ff. ZPO nicht erfüllte|880baac627314cefac186dc4b8af44e6
antrag|§ 204 abs. 2 bgb|Die Hemmung endet nach § 204 Abs. 2 BGB 6 Monate nach der letzten Verfahrenshandlung der Beteiligten, sobald das Verfahren durch Nichtbetreiben in Stillstand gerät, sonst 6 Monate nach Beendigung des Verfahrens|880baac627314cefac186dc4b8af44e6
antrag|beschwerde|mit Ablauf der 2-Wochenfrist der sofortigen Beschwerde|880baac627314cefac186dc4b8af44e6
antrag|antragsrücknahme|mit Antragsrücknahme oder Vergleich|880baac627314cefac186dc4b8af44e6
antrag|vergleich|mit Antragsrücknahme oder Vergleich|880baac627314cefac186dc4b8af44e6
pkh-antrag|verjährung|Nur der erste PKH-Antrag hemmt die Verjährung, nicht seine Wiederholung|880baac627314cefac186dc4b8af44e6
pkh-antrag|fristwahrung|Fristgerechte Einreichung des vollständigen PKH-Antrags wahrt die Einhaltung der Rechtsmittelfrist|880baac627314cefac186dc4b8af44e6
pkh-antrag|rechtsmittelfrist|Fristgerechte Einreichung des vollständigen PKH-Antrags wahrt die Einhaltung der Rechtsmittelfrist|880baac627314cefac186dc4b8af44e6
pkh-antrag|wiedereinsetzung|Wiedereinsetzung in den vorigen Stand gewährt werden kann, §§ 233 ff. ZPO (BGH NJW 2014, 1307)|880baac627314cefac186dc4b8af44e6
anhörung|gegner|Anhörung des Gegners im Regelfall zwingend vorgeschrieben|880baac627314cefac186dc4b8af44e6
eilverfahren|§ 118 abs. 1 satz 1 zpo|Eilverfahren can be related to § 118 Abs. 1 Satz 1 ZPO as it may be deemed inappropriate in this context.|4473ed8c952b4b018b2820c1b16c67bd
gegners|stellungnahme|The opinion of the opponent is significant for evaluating the chances of success.|4473ed8c952b4b018b2820c1b16c67bd
angaben|persönlichen und wirtschaftlichen verhältnisse|Personal and economic circumstances should not be disclosed to the opponent without the consent of the applicant due to data protection, according to § 117 Abs. 2 Satz 2 ZPO.|4473ed8c952b4b018b2820c1b16c67bd
prozessakte|gesondertes pkh-heft|The documents are not to be placed in the court record, but in a separate PKH booklet.|4473ed8c952b4b018b2820c1b16c67bd
antragsberechtigte personen|natürliche personen|All natural persons are eligible to apply according to § 114 ZPO, regardless of their role as plaintiff, defendant, joint litigant, or intervenor, and regardless of their place of residence.|4473ed8c952b4b018b2820c1b16c67bd
vertreter|gesetzlichen vertretungsfällen|In cases of legal representation, the circumstances of the represented person are decisive.|4473ed8c952b4b018b2820c1b16c67bd
elternteils|kindes|In the maintenance claim of a parent as the legal representative of the child, the financial situation of the child is relevant.|4473ed8c952b4b018b2820c1b16c67bd
zessionare|abgetretenen forderungen|In asserting assigned claims, the personal and economic circumstances of the plaintiff are generally relevant.|4473ed8c952b4b018b2820c1b16c67bd
parteien kraft amtes|pkh|Parties acting ex officio (executors, estate, compulsory or insolvency administrators) are granted PKH according to § 116 Satz 1 Nr. 1 ZPO if the costs cannot be covered from the administered assets and it is not reasonable for those economically involved in the subject matter of the legal dispute (e.g. the insolvency creditors) to bear the costs.|4473ed8c952b4b018b2820c1b16c67bd
juristische personen|pkh|PKH can be granted to domestic and European legal entities according to § 116 Satz 1 Nr. 2 ZPO if the costs cannot be borne by them or by those economically involved in the subject matter of the legal dispute, and if the omission of legal prosecution or defense would run contrary to general interests. This also applies to the party-capable associations OHG, KG, shipping company, and the foreign GbR.|4473ed8c952b4b018b2820c1b16c67bd
prozesskostenhilfeanspruchs|bewilligung|The granting of PKH according to § 114 ZPO requires that the applicant cannot, only partly, or only in installments, bear the costs of the litigation based on their economic and personal circumstances, the intended legal action or defense offers sufficient prospects of success, and does not appear frivolous.|4473ed8c952b4b018b2820c1b16c67bd
einkommen|partei|Das gesamte Einkommen der Partei ist zu berücksichtigen.|f98f718b527745fe9ad6f0e71ef0418e
einkommen|einkünfte|Das Einkommen umfasst alle Einkünfte in Geld oder Geldeswert, wie Löhne, Gehälter, Urlaubs- und Weihnachtsgeld, Kapital- oder Mieterträge, Unterhaltsrenten und Sozialleistungen.|f98f718b527745fe9ad6f0e71ef0418e
einkommen|familie|Es ist nur das Einkommen der Partei relevant, nicht das Einkommen der Familie oder des Ehepartners.|f98f718b527745fe9ad6f0e71ef0418e
pkh|ehepartner|Auch wenn Ehegatten gemeinsam einen vermögensrechtlichen Anspruch einklagen und beide Prozesskostenhilfe (PKH) beantragen, ist die PKH für jeden Einzelnen aufgrund seines eigenen Einkommens zu berechnen.|f98f718b527745fe9ad6f0e71ef0418e
einkommen|freiberufler|Für die Berechnung des Einkommens von Freiberuflern können Steuerbescheide, Bilanzen, Einnahme-/Überschussrechnungen und Entnahmen aus dem Betriebsvermögen für persönliche Bedürfnisse als Grundlage dienen.|f98f718b527745fe9ad6f0e71ef0418e
einkommen|gewerbetreibende|Für die Berechnung des Einkommens von Gewerbetreibenden können Steuerbescheide, Bilanzen, Einnahme-/Überschussrechnungen und Entnahmen aus dem Betriebsvermögen für persönliche Bedürfnisse als Grundlage dienen.|f98f718b527745fe9ad6f0e71ef0418e
einkommen|aufwendungen|Einkommen is related to Aufwendungen as certain expenses are deductible from the income|5572db1f7f3d4b248536e4c3ca173873
einkommen|steuern und abgaben|Einkommen is related to Steuern und Abgaben as they are deductible from the income|5572db1f7f3d4b248536e4c3ca173873
einkommen|unterhalt|Einkommen is related to Unterhalt (maintenance) as it is deductible from the income|5572db1f7f3d4b248536e4c3ca173873
einkommen|unterkunft und heizung|Einkommen is related to Unterkunft und Heizung (accommodation and heating) as they are deductible from the income|5572db1f7f3d4b248536e4c3ca173873
einkommen|besondere belastungen|Einkommen is related to besondere Belastungen (special burdens) as they are deductible from the income|5572db1f7f3d4b248536e4c3ca173873
§ 115 abs. 1 satz 3 nr. 1–5 zpo|einkommen|Section § 115 Abs. 1 Satz 3 Nr. 1–5 ZPO defines what is included in the income|5572db1f7f3d4b248536e4c3ca173873
sozial-rechtliche ermittlung des einkommens|gerichte|Die Gerichte arbeiten mit speziellen Computerprogrammen aufgrund der Unübersichtlichkeit der unterschiedlichen Berechnungsfaktoren|e21136ae90694e60af9158db9db222c4
monatseinkommen|prozesskosten|Die Höhe der auf die Prozesskosten zu leistenden Monatsraten wird auf der Grundlage des einzusetzenden Monatseinkommens bestimmt.|e21136ae90694e60af9158db9db222c4
vermögen|prozesskosten|Nach § 115 Abs. 3 ZPO hat der Antragsteller zur Aufbringung der Prozesskosten auch sein Vermögen einzusetzen, soweit ihm dies zumutbar ist.|e21136ae90694e60af9158db9db222c4
rechtsschutzversicherung|bedürftigkeit|Besteht eine Rechtsschutzversicherung, die Deckungszusage erteilt hat, besteht ab diesem Zeitpunkt keine Bedürftigkeit mehr.|e21136ae90694e60af9158db9db222c4
hilfsbedürftigkeit|pkh|Liegt eine Hilfsbedürftigkeit im Sine des § 114 ZPO vor, so wird dennoch keine PKH bewilligt, wenn dies im Einzelfall unbillig wäre.|e21136ae90694e60af9158db9db222c4
rechtsverfolgung|rechtsverfolgung|Hinreichende Erfolgsaussicht der Rechtsverfolgung liegt vor, wenn die beabsichtigte Klage zulässig und schlüssig ist und die erforderlichen Beweismittel zur Verfügung stehen|e21136ae90694e60af9158db9db222c4
pkh|zuständigkeit|Die Zuständigkeit des angegangenen Gerichts für die Hauptsache ist Voraussetzung eines ordnungsgemäßen PKH-Antrags und ebenso materielle Voraussetzung für die Erfolgsaussicht der Hauptsache.|e21136ae90694e60af9158db9db222c4
rechtsverteidigung|beweismittel|Die Rechtsverteidigung des Beklagten ist aussichtsreich, wenn er rechtsbegründende Behauptungen des Klägers bestreitet oder erhebliche Einwendungen bzw. Einreden mit entsprechendem Beweisangebot vorträgt.|e21136ae90694e60af9158db9db222c4
rechtsfragen|prüfung der erfolgsaussicht|Bei der Prüfung der Erfolgsaussicht soll nicht kleinlich verfahren werden. Sie ist auch dann zu bejahen, wenn Rechtsfragen zu entscheiden sind, die in Rechtsprechung und Lehre noch nicht eindeutig geklärt sind.|e21136ae90694e60af9158db9db222c4
erfolgsaussicht|einzelfälle|Bei Erledigung der Hauptsache hat die beabsichtigte Prozessführung keine Aussicht auf Erfolg mehr. Der PKH-Antrag ist abzulehnen, wenn z. B. die mit der beabsichtigten Klage begehrte Zahlung schon während des PKH-Verfahrens erfolgt.|e21136ae90694e60af9158db9db222c4
mutwilligkeit|rechtsverfolgung|Mutwillig ist eine Rechtsverfolgung, wenn eine Partei, die selbst für die Kosten aufkommen muss, bei verständiger Würdigung aller Umstände von der Prozessführung oder Rechtsverteidigung absehen würde.|e21136ae90694e60af9158db9db222c4
pkh|gegner|Vor Bewilligung oder Ablehnung der PKH ist dem Gegner Gelegenheit zur Stellungnahme zu geben, sofern dies nicht aus besonderen Gründen unzweckmäßig erscheint.|e21136ae90694e60af9158db9db222c4
glaubhaftmachung|antragsteller|Das Gericht kann die Glaubhaftmachung tatsächlicher Angaben durch den Antragsteller anordnen, etwa bei Zweifeln über die Richtigkeit der Angaben.|e21136ae90694e60af9158db9db222c4
gericht|erhebungen|Das Gericht kann Erhebungen anstellen, z. B. durch Vorlage von Urkunden, Beiziehen von Strafakten oder Einholung von Behördenauskünften gemäß § 118 Abs. 2 Satz 2 ZPO.|f13e122dace646789c4e1377e83ee383
antragstellers|mitwirkungspflicht|Es obliegt dem Antragsteller, vollständig und glaubhaft vorzutragen gemäß § 118 Abs. 2 Satz 2 ZPO.|f13e122dace646789c4e1377e83ee383
zeugen|sachverständigen|Die Vernehmung von Zeugen und Sachverständigen kommt nur ganz ausnahmsweise in Betracht, wenn eine anderweitige Klärung der Erfolgsaussicht oder der Mutwilligkeit nicht möglich ist gemäß § 118 Abs. 2 Satz 3 ZPO.|f13e122dace646789c4e1377e83ee383
gericht|parteien|Das Gericht kann die Parteien des PKH-Verfahrens zur mündlichen Erörterung laden gemäß § 118 Abs. 1 Satz 3 ZPO.|f13e122dace646789c4e1377e83ee383
einigung|mündlichen erörterung|Das Gericht kann die Parteien des PKH-Verfahrens zur mündlichen Erörterung laden, wenn eine Einigung zu erwarten ist gemäß § 118 Abs. 1 Satz 3 ZPO.|f13e122dace646789c4e1377e83ee383
mündliche erörterung|mündlichen verhandlung|Die mündliche Erörterung soll eine Ausnahme bleiben und darf nicht dazu dienen, die mündliche Verhandlung und damit wesentliche Teile des Hauptprozesses vorwegzunehmen.|f13e122dace646789c4e1377e83ee383
termin|vergleich|Kommt es im Termin zum erwarteten Vergleich, ist er zu Protokoll zu nehmen und ist Vollstreckungstitel nach § 794 Abs. 1 Nr.|f13e122dace646789c4e1377e83ee383
vergleich|gerichtsgebühr|ist gerichtsgebührenfrei|23f36f2091ca4d859ee569ee8a1301bc
rechtsanwalt|mandant|erhalten von ihren Mandanten|23f36f2091ca4d859ee569ee8a1301bc
rechtsanwalt|verfahrensgebühr|erhalten von ihren Mandanten mindestens eine 0,5 Verfahrensgebühr|23f36f2091ca4d859ee569ee8a1301bc
rechtsanwalt|einigungsgebühr|erhalten von ihren Mandanten mindestens eine 1,0 Einigungsgebühr|23f36f2091ca4d859ee569ee8a1301bc
nr. 1003|vv-rvg||23f36f2091ca4d859ee569ee8a1301bc
nr. 3335|vv-rvg||23f36f2091ca4d859ee569ee8a1301bc
nr. 3337|vv-rvg||23f36f2091ca4d859ee569ee8a1301bc
