node_1|node_2|edge|chunk_id
beschlussverfahren|beschleunigungsgebot|In the context of the PKH application, the decision within the Beschlussverfahren must be made promptly and should not be unduly delayed until the completion of the trial proceedings.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|pkh-antrag|The decision within the Beschlussverfahren is based on the PKH application, which is considered ready for a decision when the application is coherent and supported by a statement on personal and economic circumstances, and the opponent has had a reasonable opportunity to comment.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|beweiserhebung|The decision within the Beschlussverfahren should not be delayed until after the completion of the trial proceedings and obtaining evidence.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|beweisaufnahme|If the trial proceedings are conducted before the decision is made on the PKH-Antrag of the defendant, then PKH can be subsequently granted based on the prospects of the defendant's legal defense, even if the evidence gathering has been unfavorable for the defendant's submission.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|entscheidungsreife|The Beschlussverfahren decision should be based on the court's last knowledge and if the court unjustifiably delays the decision, the point at which it should have been decided with the correct treatment of the application takes precedence.|ba6c7be01a6d476ebc3a7df435d87921
pkh-antrag|entscheidungsreife|The PKH-Antrag is considered ready for a decision when the application is coherent and supported by a statement on personal and economic circumstances, and the opponent has had a reasonable opportunity to comment.|ba6c7be01a6d476ebc3a7df435d87921
entscheidungsreife|beweisaufnahme|The decision on PKH can be granted after the completion of the trial proceedings and obtaining evidence if the PKH application was already ready for a decision prior to this.|ba6c7be01a6d476ebc3a7df435d87921
pkh-antrag|beweisaufnahme|If the trial proceedings are conducted before the decision is made on the PKH-Antrag of the defendant, then PKH can be subsequently granted based on the prospects of the defendant's legal defense, even if the evidence gathering has been unfavorable for the defendant's submission.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|beklagter|If there is a delayed decision on the PKH-Antrag of the defendant, then PKH can be subsequently granted based on the prospects of the defendant's legal defense, even if the evidence gathering has been unfavorable for the defendant's submission.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|gerichtsentscheidung|If the court's decision is unduly delayed with regard to the PKH-Antrag, the point at which it should have been decided with the correct treatment of the application takes precedence.|ba6c7be01a6d476ebc3a7df435d87921
pkh-antrag|beklagter|If there is a delayed decision on the PKH-Antrag of the defendant, then PKH can be subsequently granted based on the prospects of the defendant's legal defense, even if the evidence gathering has been unfavorable for the defendant's submission.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|beweisaufnahme|If the trial proceedings are conducted before the decision is made on the PKH-Antrag of the defendant, then PKH can be subsequently granted based on the prospects of the defendant's legal defense, even if the evidence gathering has been unfavorable for the defendant's submission.|ba6c7be01a6d476ebc3a7df435d87921
beschlussverfahren|instanz|Exceptionally, PKH can also be retroactively approved after the end of the instance, if the application was already ready for a decision prior to this.|ba6c7be01a6d476ebc3a7df435d87921
bewilligender beschluss|antragsteller|According to § 121 Abs. 1 ZPO, a legally ready lawyer must be assigned to the applicant in the approving decision, as far as legal representation by lawyers is mandatory, even if the applicant is a lawyer himself.|ba6c7be01a6d476ebc3a7df435d87921
anwaltsprozess|rechtsanwalt|A ready lawyer is only assigned to the party if requested and legal representation by a lawyer is deemed necessary, or if the opponent is represented by a lawyer, according to § 121 Abs. 2 ZPO.|ba6c7be01a6d476ebc3a7df435d87921
rechtsanwalt|pkh-antrag|Ein Rechtsanwalt kann dem Antragsteller im Rahmen eines PKH-Antrags beigeordnet werden.|513cb2113d7f401ab1dfc445eb8488dd
pkh-antrag|beschluss|Der Beschluss über den PKH-Antrag wird ohne mündliche Verhandlung getroffen gemäß den entsprechenden Paragraphen der Zivilprozessordnung (ZPO).|513cb2113d7f401ab1dfc445eb8488dd
pkh|rechtszug|Die Bewilligung der Prozesskostenhilfe (PKH) gilt jeweils für den entsprechenden Rechtszug.|513cb2113d7f401ab1dfc445eb8488dd
pkh|monatsraten|Mit der Bewilligung der Prozesskostenhilfe können Monatsraten festgesetzt werden, die der Antragsteller an die Gerichtskasse zahlen muss.|513cb2113d7f401ab1dfc445eb8488dd
beschluss|kostenentscheidung|Ein ablehnender Beschluss muss begründet werden und enthält keine Kostenentscheidung gemäß ZPO.|513cb2113d7f401ab1dfc445eb8488dd
beschluss|streitwert|Der Beschluss soll im Hinblick auf die Rechtsanwaltsgebühren den Streitwert festsetzen.|513cb2113d7f401ab1dfc445eb8488dd
beschluss|antragsteller|Im bewilligenden Beschluss wird die Prozesskostenhilfe für den Antragsteller bewilligt und ein Rechtsanwalt beigeordnet.|513cb2113d7f401ab1dfc445eb8488dd
beschluss|raten|Im bewilligenden Beschluss können monatliche Raten festgelegt werden, die der Antragsteller zahlen muss.|513cb2113d7f401ab1dfc445eb8488dd
rechtsmittel|beschluss|Der bewilligende Beschluss ist für Antragsteller und Antragsgegner unanfechtbar, während nur der Staatskasse unter bestimmten Voraussetzungen die sofortige Beschwerde zusteht.|513cb2113d7f401ab1dfc445eb8488dd
zivilprozessordnung|prozesskostenhilfe|Die Prozesskostenhilfe wird gemäß den Paragraphen der Zivilprozessordnung (ZPO) bewilligt oder abgelehnt.|513cb2113d7f401ab1dfc445eb8488dd
beschluss|sofortige beschwerde|Beschluss kann zu einer sofortigen Beschwerde führen|779c1d75da0a47f1b6f6bcb8b1ad280f
beschluss|ablehnenden beschluss|Ein Beschluss kann auch ein ablehnender Beschluss sein, der zur sofortigen Beschwerde führen kann|779c1d75da0a47f1b6f6bcb8b1ad280f
beschluss|fehlender erfolgsaussicht|Die Ablehnung eines Beschlusses kann auf fehlender Erfolgsaussicht beruhen|779c1d75da0a47f1b6f6bcb8b1ad280f
beschluss|streitwert|Die Beschwerde ist nur zulässig, wenn der Streitwert in der Hauptsache einen bestimmten Betrag übersteigt|779c1d75da0a47f1b6f6bcb8b1ad280f
beschluss|hauptsache|Der Streitwert in der Hauptsache beeinflusst die Zulässigkeit der Beschwerde|779c1d75da0a47f1b6f6bcb8b1ad280f
streitwert|600,00 €|Die Beschwerde ist nur zulässig, wenn der Streitwert in der Hauptsache 600,00 € übersteigt|779c1d75da0a47f1b6f6bcb8b1ad280f
beschwerde|zulässig|Die Zulässigkeit der Beschwerde hängt vom Streitwert in der Hauptsache ab|779c1d75da0a47f1b6f6bcb8b1ad280f
beschwerdefrist|monat|Die Beschwerdefrist beträgt 1 Monat, § 127 Abs. 2 Satz 3, Abs. 3 Satz 3 ZPO.|44b1c6a43fb64656ab33beb1cf388bc6
antragsteller|beschluss|Für den Antragsteller beginnt sie mit Zustellung des Beschlusses, §§ 127 Abs. 2 Satz 3, 569 Abs. 1 Satz 2 ZPO.|44b1c6a43fb64656ab33beb1cf388bc6
bewilligung der pkh|frist|Bei Bewilligung der PKH beginnt die Frist für die Gerichtskasse mit der Bekanntgabe des Beschlusses an den zuständigen Revisor und endet spätestens 3 Monate nach Verkündung bzw. Übermittlung an die Geschäftsstelle, § 127 Abs.|44b1c6a43fb64656ab33beb1cf388bc6
revisor|beschwerde|Der Revisor kann die Beschwerde darauf richten|563201e8743943b8bee281bf87989c74
revisor|partei|dass die Partei Zahlungen zu leisten hat|563201e8743943b8bee281bf87989c74
revisor|zpo|nach § 115 Abs. 1–3 ZPO bzw. Beträge nach § 116 Satz 3 ZPO zu leisten hat, § 127 Abs. 3 Satz 2 ZPO|563201e8743943b8bee281bf87989c74
antragsteller|prozesskosten|Der Antragsteller wird von der Zahlung von Prozesskosten befreit bzw. nur im Rahmen der Anordnung der Ratenzahlung verpflichtet, § 122 Abs. 1 ZPO|563201e8743943b8bee281bf87989c74
anwalt|staatskasse|Der beigeordnete Rechtsanwalt erhält seine Gebühren und Auslagen aus der Staatskasse, §§ 45 Abs. 1, 48 RVG|563201e8743943b8bee281bf87989c74
rechtsanwalt|erstattungsanspruch|Nach § 126 ZPO hat der Rechtsanwalt aber einen direkten Erstattungsanspruch gegenüber dem unterlegenen Gegner|563201e8743943b8bee281bf87989c74
rechtsanwalt|gebühren|Er kann seine Gebühren nicht gegenüber der eigenen Partei geltend machen, § 122 Abs. 1 Nr. 3 ZPO|563201e8743943b8bee281bf87989c74
rechtsanwalt|staatskasse|Soweit der Rechtsanwalt aus der Staatskasse befriedigt wird, gehen seine Vergütungsansprüche gegen die Partei oder einen ersatzpflichtigen Gegner auf diese über, § 59 Abs. 1 RVG|563201e8743943b8bee281bf87989c74
gegner|kostenerstattungsanspruch|Hat der siegreiche Gegner aufgrund der Kostenentscheidung im Urteil oder einer Kostenübernahme im Prozessvergleich einen Kostenerstattungsanspruch, so kann er diesen trotz bewilligter PKH gegen die bedürftige Partei geltend machen, d. h. PKH befreit nicht von der Verpflichtung, im Falle des Unterliegens die Kosten der Gegenseite tragen zu müssen, § 123 ZPO|563201e8743943b8bee281bf87989c74
gerichtskosten|pkh|Wird die Partei, die PKH erhalten hat, durch eine Entscheidung des Gerichts kostenfällig verurteilt, so kann die siegreiche Partei im Kostenfestsetzungsbeschluss, § 104 ZPO, die von ihr bezahlten Gerichtskosten nicht festsetzen lassen, da der Gegner auch hiervon befreit ist, § 122 Abs. 1 Nr.|563201e8743943b8bee281bf87989c74
erstattungsanspruch|gerichtskasse|Der Erstattungsanspruch besteht gegen die Gerichtskasse.|121b8e296bdb41a89c28ace4d9f88785
bedürftige partei|vergleich|Die bedürftige Partei übernimmt im Vergleich die Kosten.|121b8e296bdb41a89c28ace4d9f88785
bedürftige partei|gerichtskosten|Die bedürftige Partei erstattet der anderen Partei auch die verauslagten Gerichtskosten.|121b8e296bdb41a89c28ace4d9f88785
entscheidungsschuldner|manipulationsgefahr|Die Kostenregelung gilt nur für den Entscheidungsschuldner und nicht für den Übernahmeschuldner wegen der Manipulationsgefahr.|121b8e296bdb41a89c28ace4d9f88785
pkh|gegner|Die PKH befreit den Gegner vorübergehend von der Kostenzahlung an das Gericht.|121b8e296bdb41a89c28ace4d9f88785
zpo|nachträgliche änderungen|is related to|2813ff7e4d4a44a1978be80e9be5c2e1
nachträgliche änderungen|nachträgliche aufhebung der bewilligung|is a type of|2813ff7e4d4a44a1978be80e9be5c2e1
nachträgliche änderungen|§ 124 abs.|is related to|2813ff7e4d4a44a1978be80e9be5c2e1
unrichtige darstellung des streitverhältnisses|voraussetzungen der pkh-bewilligung|is related to|d5615d773a964edc80ab13d24b4be8cf
unrichtige angaben über ihre persönlichen und wirtschaftlichen verhältnisse|anfrage des gerichts nach veränderungen|is related to|d5615d773a964edc80ab13d24b4be8cf
persönlichen oder wirtschaftlichen voraussetzungen für die pkh-bewilligung|rechtskräftigen entscheidung oder sonstigen beendigung des prozesses|is related to|d5615d773a964edc80ab13d24b4be8cf
eine wesentliche verbesserung ihrer einkommens- und vermögensverhältnisse|änderung ihrer anschrift|is related to|d5615d773a964edc80ab13d24b4be8cf
zahlung einer rate oder eines sonstigen betrags|im rückstand|is related to|d5615d773a964edc80ab13d24b4be8cf
beweiserhebung|erfolgsaussicht|is related to|d5615d773a964edc80ab13d24b4be8cf
umstände|beantragte beweiserhebung|is related to|d5615d773a964edc80ab13d24b4be8cf
umstände|mutwillig erscheint|is related to|d5615d773a964edc80ab13d24b4be8cf
festgesetzten zahlungen|bewilligung der pkh|is related to|d5615d773a964edc80ab13d24b4be8cf
monatsraten|aus dem vermögen zu zahlende beträge|is related to|d5615d773a964edc80ab13d24b4be8cf
wesentlicher änderung der persönlichen oder wirtschaftlichen verhältnisse der partei|entscheidung über die zu leistenden zahlungen|is related to|d5615d773a964edc80ab13d24b4be8cf
entscheidung über die zu leistenden zahlungen|verlangen des gerichts|is related to|d5615d773a964edc80ab13d24b4be8cf
wesentliche änderung zugunsten des antragstellers|verbesserung der wirtschaftlichen verhältnisse|Describes the condition for a significant change in favor of the applicant|a7c7f3143b034ccba6da834a753ac832
wirtschaftlichen und sozialen lebensstandard prägende und verändernde verbesserung|verbesserung der wirtschaftlichen verhältnisse|Describes the nature of the improvement in economic and social living standards|a7c7f3143b034ccba6da834a753ac832
laufenden monatlichen einkommens|verbesserung der wirtschaftlichen verhältnisse|Relates to the improvement of the monthly income as a part of the economic improvement|a7c7f3143b034ccba6da834a753ac832
den wirtschaftlichen und sozialen lebensstandard prägende und verändernde verbesserung|laufenden monatlichen einkommens|Indicates that improvements in the economic and social living standards include enhancements in the monthly income|a7c7f3143b034ccba6da834a753ac832
wesentliche wirtschaftliche verbesserung|die beabsichtigte rechtsverfolgung bzw. rechtsverteidigung vermögenswerte erlangt hat|States that a significant economic improvement can also occur through gaining assets from the intended legal action or defense|a7c7f3143b034ccba6da834a753ac832
ratenfreie bewilligung der pkh|vorteils|Relates to the granting of legal aid (PKH) without installments and the benefit obtained through timely acquisition of this advantage|a7c7f3143b034ccba6da834a753ac832
rechtsverteidigung vermögenswerte erlangt hat|vorteils|Relates to gaining assets from the intended legal defense and the benefit obtained through timely acquisition of this advantage|a7c7f3143b034ccba6da834a753ac832
das gericht|prüfungspflicht|Relates to the court's obligation to conduct examinations in respect to granting legal aid|a7c7f3143b034ccba6da834a753ac832
bewilligung der pkh|erhebungen|Relates to the granting of legal aid and the court's authority to make investigations as required|a7c7f3143b034ccba6da834a753ac832
zu lasten der partei|zu leistenden zahlungen|Relates to the payments to be made at the expense of the party|a7c7f3143b034ccba6da834a753ac832
der rechtskräftigen entscheidung oder sonstigen beendigung des prozesses|zu leistenden zahlungen|Relates to the time limit within which the payments can be changed, i.e., within 4 years after the final decision or other termination of the process|a7c7f3143b034ccba6da834a753ac832
verschlechterung der wirtschaftlichen verhältnisse|änderung der zu leistenden zahlungen|Refers to the court's examination, whether there is a need to change the payments due to a subsequent deterioration in the economic situation|a7c7f3143b034ccba6da834a753ac832
einkommen|freibeträge|Relates to the income and the deduction amounts for the purpose of calculating the payments|a7c7f3143b034ccba6da834a753ac832
raten|neuberechnung|Raten werden nur dann nicht mehr gezahlt, wenn eine Neuberechnung dazu führt, wie in § 120a Abs. 1 Satz 2 ZPO erwähnt|eca9015e88c741c9b0dbd10c029e98ff
änderung der zahlungen|ausschlussfrist|Die Änderung der Zahlungen zum Vorteil der Partei ist nicht an die 4-jährige Ausschlussfrist gebunden, gemäß § 120a Abs. 1 Satz 4 ZPO|eca9015e88c741c9b0dbd10c029e98ff
rechtsuchende|beratungshilfe|Außerhalb eines gerichtlichen Verfahrens erhält der Rechtsuchende Beratungshilfe gemäß den Voraussetzungen nach § 1 Beratungshilfegesetz (BerHG)|eca9015e88c741c9b0dbd10c029e98ff
beratungshilfe|mittel|Der Rechtsuchende erhält Beratungshilfe, wenn er die erforderlichen Mittel nicht aufbringen kann, entsprechend § 1 Beratungshilfegesetz (BerHG)|eca9015e88c741c9b0dbd10c029e98ff
beratungshilfe|rechtsanwälte und rechtsbeistände|Die Beratungshilfe wird durch Rechtsanwälte und Rechtsbeistände erteilt, wie in § 1 Abs. 2 BerHG erwähnt|eca9015e88c741c9b0dbd10c029e98ff
beratungshilfe|amtsgericht|Die Beratungshilfe wird, soweit möglich, durch das Amtsgericht erteilt, gemäß den Vorschriften der §§ 4, 5 BerHG|eca9015e88c741c9b0dbd10c029e98ff
antrag|rechtspfleger|Über den Antrag auf Beratungshilfe entscheidet der Rechtspfleger des zuständigen Amtsgerichts gemäß den Vorschriften der §§ 4, 5 BerHG|eca9015e88c741c9b0dbd10c029e98ff
amtsgericht|berechtigungsschein|Wenn die Voraussetzungen für die Gewährung von Beratungshilfe gegeben sind, stellt das Amtsgericht einen Berechtigungsschein aus, gemäß § 6 BerHG|eca9015e88c741c9b0dbd10c029e98ff
rechtssuchende|rechtsanwalt|Der Rechtssuchende kann den Rechtsanwalt selbst wählen|eca9015e88c741c9b0dbd10c029e98ff
rechtsanwalt|vergütung|Die Vergütung des Rechtsanwalts erfolgt im Rahmen des § 44 RVG, Nr. 2500–2508 VV-RVG|eca9015e88c741c9b0dbd10c029e98ff
beratungshilfegebühr|rechtsanwalt|Der Rechtsanwalt steht gegen den Rechtsuchenden nur eine Beratungshilfegebühr von 15,00 € zu, die er auch erlassen kann|eca9015e88c741c9b0dbd10c029e98ff
rechtsanwalt|staatskasse|Der Rechtsanwalt erhält aus der Staatskasse eine Beratungsgebühr, Geschäftsgebühr sowie eine Einigungs- und Erledigungsgebühr|eca9015e88c741c9b0dbd10c029e98ff
schuldenbereinigung|einigung|Höhere Beratungs- und Geschäftsgebühren sind nur für die Tätigkeit mit dem Ziel einer Einigung mit den Gläubigern über die Schuldenbereinigung auf der Grundlage eines Plans nach § 305 Abs. 1 Nr.|eca9015e88c741c9b0dbd10c029e98ff
inso|vv-rvg|InsO is related to VV-RVG as specified in Nr. 2502, 2504–2507|57103a7ee88b4028a0610feec1987569
mahnverfahren|vollstreckungsbescheid|Das Ziel des Mahnverfahrens ist der Vollstreckungsbescheid als Vollstreckungstitel|75d88dbb8770488fa65561b8dcfd4579
vollstreckungsbescheid|vollstreckungstitel|Der Vollstreckungsbescheid fungiert als Vollstreckungstitel|75d88dbb8770488fa65561b8dcfd4579
widerspruch|einspruch|beide stellen eine besondere Form der Einleitung des gerichtlichen Verfahrens dar|a61c002bf4d141a196ea2426f7de6e5c
widerspruch|einspruch|beide Formen des Widerspruchs bzw. Einspruchs im gerichtlichen Verfahren|a61c002bf4d141a196ea2426f7de6e5c
bundesländer|ermächtigungsgrundlage|Bundesländer haben von der Ermächtigungsgrundlage des §703c Abs. 3 ZPO für die maschinelle Bearbeitung des Mahnverfahrens Gebrauch gemacht|a61c002bf4d141a196ea2426f7de6e5c
bundesländer|mahnverfahren|Bundesländer haben von der Ermächtigungsgrundlage des §703c Abs. 3 ZPO für die maschinelle Bearbeitung des Mahnverfahrens Gebrauch gemacht|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|maschinelle bearbeitung|maschinelle Bearbeitung des Mahnverfahrens|a61c002bf4d141a196ea2426f7de6e5c
mahngerichte|internet-mahnportal|Mahngerichte informieren in ihrem gemeinsamen Internet-Mahnportal „www.mahngerichte.de“ umfassend über die Anwendung des Verfahrens|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|automatisiert|Das Mahnverfahren ist weitestgehend automatisiert|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|schriftliches verfahren|rein schriftliches, computergestütztes Verfahren|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|computergestütztes verfahren|rein schriftliches, computergestütztes Verfahren|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|rechtspfleger|Bearbeitung der Mahnsachen obliegt dem Rechtspfleger, § 20 Abs. 1 Nr. 1 RPflG|a61c002bf4d141a196ea2426f7de6e5c
mahnverfahren|anwaltszwang|Für das Mahnverfahren besteht kein Anwaltszwang, vgl. § 78 ZPO|a61c002bf4d141a196ea2426f7de6e5c
gerichtskosten|halbe gebühr|Gerichtskosten entstehen nur in Höhe einer halben Gebühr, § 3 Abs. 2 GKG, Nr. 1100 KV-GKG|a61c002bf4d141a196ea2426f7de6e5c
mahnbescheid|sachurteilsvoraussetzungen|Der Erlass eines Mahnbescheids hat bestimmte Zulässigkeitsvoraussetzungen. Neben den allgemeinen Sachurteilsvoraussetzungen, wie Partei- und Prozessfähigkeit, bestehen beim Mahnbescheid besondere Zulässigkeitsvoraussetzungen.|3b4173e32ef842958d81b78ce1997a54
mahnbescheid|mahnfähiger anspruch|Ein Mahnbescheid setzt eine mahnfähige Geldforderung in Euro voraus, die grundsätzlich gegen den Schuldner gerichtlich geltend gemacht werden kann.|3b4173e32ef842958d81b78ce1997a54
mahnbescheid|zpo|Die Zulässigkeitsvoraussetzungen des Mahnbescheids sind in § 688 Abs. 1 ZPO geregelt, der die zugrundeliegenden Voraussetzungen für eine mahnfähige Geldforderung in Euro festlegt.|3b4173e32ef842958d81b78ce1997a54
mahnbescheid|avag|Es gibt eine Ausnahme für eine ausländische Währung im Mahnverfahren, die gemäß § 32 Abs. 1 AVAG zulässig ist, wenn die Zustellung des Mahnbescheids in einem anderen Vertrags- oder Mitgliedstaat im Sinne des AVAG erfolgen muss.|3b4173e32ef842958d81b78ce1997a54
mahnbescheid|widerspruchsfrist|Der Anspruch im Mahnbescheid muss jedenfalls innerhalb der zweiwöchigen Widerspruchsfrist fällig werden, weil der Gegner im Mahnbescheid zur Zahlung innerhalb dieser Frist aufgefordert wird, gemäß § 692 Abs.|3b4173e32ef842958d81b78ce1997a54
1 nr.|concept|has type|bdbbd767f01949b59a56d562b03a864a
zpo|zukünftige zahlungsansprüche|is part of|4fe461147e564dd299ed648214fb534b
zpo|mahnverfahren|is related to|4fe461147e564dd299ed648214fb534b
mahnverfahren|zukünftige zahlungsansprüche|involves|4fe461147e564dd299ed648214fb534b
mahnverfahren|mahnverfahrenssperre|excludes|4fe461147e564dd299ed648214fb534b
mahnverfahrenssperre|verbraucherdarlehen|relates to|4fe461147e564dd299ed648214fb534b
verbraucherdarlehen|§ 688 abs.|is defined by|4fe461147e564dd299ed648214fb534b
verbraucherdarlehen|überhöhtem zins|involves|4fe461147e564dd299ed648214fb534b
zpo|unternehmen|ZPO (Zivilprozessordnung) is a legal framework that governs the procedural rules for civil lawsuits, including the exclusion of claims of a company from specific contracts|2431a3d5731247118fc8914c06d54de0
verbraucherdarlehensvertrag|§ 491 bgb|Verbraucherdarlehensvertrag (consumer loan agreement) is regulated by §491 BGB (Bürgerliches Gesetzbuch - German Civil Code)|2431a3d5731247118fc8914c06d54de0
verbraucherfinanzierungshilfe|§ 506 bgb|Verbraucherfinanzierungshilfe (consumer financial assistance) is regulated by §506 BGB (Bürgerliches Gesetzbuch - German Civil Code)|2431a3d5731247118fc8914c06d54de0
teilzahlungsgeschäft|§ 508 bgb|Teilzahlungsgeschäft (installment transaction) is regulated by §508 BGB (Bürgerliches Gesetzbuch - German Civil Code)|2431a3d5731247118fc8914c06d54de0
mahnverfahren|effektive jahreszins|The Mahnverfahren (dunning procedure) excludes claims from certain contracts if the effective annual interest rate exceeds the applicable base rate at the time of contract conclusion by more than 12%. Therefore, the date of the contract conclusion and the effective annual interest rate must be specified in the Mahnantrag (application for dunning) for such claims, as per § 690 Abs. 1 Nr. 3 ZPO.|2431a3d5731247118fc8914c06d54de0
geldforderung|gegenleistung|According to § 688 Abs. 2 Nr., a Geldforderung (money claim) must not be dependent on any counter-performance or the counter-performance must have already been rendered.|2431a3d5731247118fc8914c06d54de0
zpo|mahnantrag|Mahnantrag ist ein Antrag im Zivilprozess (ZPO)|56b40c8360354a2ca42a01aa66a5060f
mahnantrag|angaben|Im Mahnantrag müssen entsprechende Angaben gemacht werden|56b40c8360354a2ca42a01aa66a5060f
mahnantrag|§ 690 abs. 1 nr.|Im Mahnantrag müssen die entsprechenden Angaben gemäß § 690 Abs. 1 Nr. gemacht werden|56b40c8360354a2ca42a01aa66a5060f
nachprüfung|mahngericht|Eine Nachprüfung durch das Mahngericht erfolgt nicht.|b0ead2cc14274386b37f4cde29ec1014
vordruck|ordnungsgemäße ausfüllung|Geprüft wird nur, ob der Vordruck ordnungsgemäß ausgefüllt ist.|b0ead2cc14274386b37f4cde29ec1014
mahnverfahren|unzulässig|Das Mahnverfahren ist unzulässig, wenn die zustellungsfähige Anschrift des Antragsgegners von vornherein nicht bekannt ist.|b0ead2cc14274386b37f4cde29ec1014
mahnbescheid|öffentliche zustellung|Der Mahnbescheid daher eine öffentliche Zustellung, § 185 ZPO, erfordern würde, § 688 Abs. 2 Nr. 3 ZPO.|b0ead2cc14274386b37f4cde29ec1014
mahnbescheid|zustellbarkeit|Ist der Mahnbescheid wider Erwarten nicht zustellbar, kommt eine Abgabe des nun unzulässigen Mahnverfahrens analog § 696 ZPO an das Streitgericht nicht in Betracht; der Mahnantrag ist zurückzuweisen, § 691 Abs. 1 ZPO (BGH NJW 2004, 2453).|b0ead2cc14274386b37f4cde29ec1014
