node_1|node_2|edge|chunk_id
mahnverfahren|auslandszustellung|Das Mahnverfahren ist grundsätzlich unzulässig, wenn die Zustellung des Mahnbescheids im Ausland sein soll.|b0ead2cc14274386b37f4cde29ec1014
ausnahmen|zustellung|Ausnahmen gelten nur für die Zustellung in einem Mitgliedstaat der Europäischen Union und soweit § 32 des Anerkennungs- und Vollstreckungsausführungsgesetzes (AVAG) und § 75 des Auslandsunterhaltsgesetzes (AUG) dies ausdrücklich vorsehen, § 688 Abs. 3 ZPO.|b0ead2cc14274386b37f4cde29ec1014
europäisches mahnverfahren|verordnung (eg) nr. 1896/2006 (eumahnvo)|Im Übrigen kommt hier das Europäische Mahnverfahren in Betracht. Die Verordnung (EG) Nr. 1896/2006 (EuMahnVO) ermöglicht es Gläubigern, unbestrittene Geldforderungen in Zivil- und Handelssachen nach einem einheitlichen, formalisierten Verfahren beizutreiben.|b0ead2cc14274386b37f4cde29ec1014
europäischer zahlungsbefehl|anerkennung|Der Europäische Zahlungsbefehl wird in allen Mitgliedstaaten – mit Ausnahme Dänemarks – anerkannt und vollstreckt, ohne dass es einer Erklärung der Vollstreckbarkeit bedarf.|b0ead2cc14274386b37f4cde29ec1014
zuständigkeit|mahngericht|Die Zuständigkeit des Mahngerichts ist ausschließlich, § 689 Abs. 2 Satz 1 ZPO, weshalb abweichende Vereinbarungen über den Gerichtsstand unwirksam sind (BGH NJW 1985, 320).|b0ead2cc14274386b37f4cde29ec1014
bundesländer|zentrale mahngerichte|Alle Bundesländer haben gemäß § 689 Abs. 3 ZPO die Mahnsachen – teilweise gemeinsam – auf zentrale Mahngerichte konzentriert (vgl. Thomas/Putzo § 689 Rn.|b0ead2cc14274386b37f4cde29ec1014
7|output|relates_to|2a26db07a0984347a780caf219fde35f
amtsgericht|antragsteller|Das Amtsgericht ist gemäß § 689 Abs. 2 Satz 1 ZPO zuständig, wo der Antragsteller seinen allgemeinen Gerichtsstand hat.|94cb5afa8fae47e6acb720022c8382c7
zahlungsansprüche|gemeinschaft der wohnungseigentümer|Das Amtsgericht ist ausschließlich zuständig für Zahlungsansprüche der Gemeinschaft der Wohnungseigentümer aus dem WEG, gemäß § 43 Nr. 6 WEG.|94cb5afa8fae47e6acb720022c8382c7
amtsgericht|bezirk|Das Amtsgericht ist zuständig, in dessen Bezirk das Grundstück liegt, gemäß § 43 Nr. 6 WEG.|94cb5afa8fae47e6acb720022c8382c7
arbeitsgerichtlichen mahnverfahren|arbeitsgericht|Im arbeitsgerichtlichen Mahnverfahren bleibt das Arbeitsgericht zuständig, gemäß § 46a Abs. 2 ArbGG.|94cb5afa8fae47e6acb720022c8382c7
mahantrag|originalvordrucke|Für den Mahnantrag müssen die Originalvordrucke zwingend verwendet werden, gemäß 703c Abs. 1, 2 ZPO.|94cb5afa8fae47e6acb720022c8382c7
mahantrag|unterschrift|Der schriftliche Mahnantrag muss unterschrieben sein, gemäß § 690 Abs. 2 ZPO.|94cb5afa8fae47e6acb720022c8382c7
parteien des mahnverfahren|elektronischer identitätsnachweis|Die Parteien des Mahnverfahrens können Anträge und Erklärungen – auch unter Nutzung des elektronischen Identitätsnachweises – in nur maschinell lesbarer Form übermitteln, gemäß § 702 Abs. 2 Satz 1 ZPO.|94cb5afa8fae47e6acb720022c8382c7
rechtsanwälte|inkassodienstleister|Rechtsanwälte und Inkassodienstleister sind verpflichtet, Anträge und Erklärungen in nur maschinell lesbarer Form einzureichen, § 702 Abs. 2 Satz 2 ZPO.|94cb5afa8fae47e6acb720022c8382c7
antrag|§ 690 abs. 1 nr. 1 bis 5 zpo|Der Inhalt des Antrags ergibt sich aus § 690 Abs. 1 Nr. 1 bis 5 ZPO.|1007c2b6cb934262b6884058c94c5531
anspruch|mahnbescheid|Der Anspruch muss im Mahnantrag so hinreichend individuell bestimmt werden, dass er durch den Vollstreckungsbescheid Gegenstand einer Zwangsvollstreckung sein kann. Der Anspruch wird Gegenstand des Mahnbescheids.|1007c2b6cb934262b6884058c94c5531
mahnverfahren|antragsgegner|Der Antragsgegner hat drei Möglichkeiten, auf den gerichtlich geltend gemachten Anspruch zu reagieren: Er kann die geforderten Beträge ganz oder teilweise bezahlen, ganz oder teilweise Widerspruch einlegen oder überhaupt nicht reagieren.|1007c2b6cb934262b6884058c94c5531
zurückweisung|mahnverfahren|Wird der Mahnantrag zurückgewiesen, so ist das Mahnverfahren beendet.|1007c2b6cb934262b6884058c94c5531
mahnverfahren|klage|Nach Zurückweisung des Mahnantrages steht dem Antragsteller die Geltendmachung seiner Forderung durch Klage beim Prozessgericht frei.|1007c2b6cb934262b6884058c94c5531
mahnbescheid|antragsgegner|Der Mahnbescheid wird dem Antragsgegner zugestellt.|1007c2b6cb934262b6884058c94c5531
mahnbescheid|verjährung|Durch Zustellung des Mahnbescheids tritt Hemmung der Verjährung des geltend gemachten Anspruchs ein.|1007c2b6cb934262b6884058c94c5531
zustellung|mahnbescheid|Durch die Zustellung des Mahnbescheides erlangt der Antragsgegner Kenntnis vom gerichtlich geltend gemachten Anspruch.|1007c2b6cb934262b6884058c94c5531
zahlung|mahnverfahren|Bei Zahlung tritt eine Erledigung des Mahnverfahrens nur ein, wenn die Haupt- und Nebenforderungen sowie die ausgewiesenen Kosten insgesamt bezahlt sind.|1007c2b6cb934262b6884058c94c5531
widerspruch|mahnverfahren|Soweit der Antragsgegner Teile nicht bezahlt, muss er Widerspruch einlegen oder es wird insoweit das Mahnverfahren fortgesetzt.|1007c2b6cb934262b6884058c94c5531
widerspruch|gericht|Gemäß § 3 ZPO ist der Widerspruch dem Gericht binnen 2 Wochen mitzuteilen|ca1892d863a945b6a3abe1a5128496c6
widerspruch|zustellung des mahnbescheids|Der Widerspruch muss binnen 2 Wochen seit Zustellung des Mahnbescheids mitgeteilt werden|ca1892d863a945b6a3abe1a5128496c6
arbeitsgerichtlichen mahnverfahren|widerspruch|Im arbeitsgerichtlichen Mahnverfahren muss der Widerspruch innerhalb 1 Woche mitgeteilt werden|ca1892d863a945b6a3abe1a5128496c6
antragsgegner|widerspruch|Nach § 694 Abs. 1 ZPO kann der Antragsgegner solange Widerspruch erheben, wie der Vollstreckungsbescheid nicht verfügt ist|ca1892d863a945b6a3abe1a5128496c6
vollstreckungsbescheid|antragsgegner|Der Antragsgegner kann solange Widerspruch erheben, wie der Vollstreckungsbescheid nicht verfügt ist|ca1892d863a945b6a3abe1a5128496c6
antragsteller|mahngericht|Der Antragsteller wird vom Mahngericht über den Eingang des Widerspruchs in Kenntnis gesetzt und über die Folgen des Zurückbleibens der Anspruchsbegründung hinter dem Mahnantrag belehrt|ca1892d863a945b6a3abe1a5128496c6
anspruchsbegründung|mahnantrag|Der Antragsteller wird über die Folgen des Zurückbleibens der Anspruchsbegründung hinter dem Mahnantrag belehrt|ca1892d863a945b6a3abe1a5128496c6
rechtsanwälte|inkassodienstleister|sind gemäß §§ 692 Abs. 1 Nr.|e339d61e419a466b8888f3f28e8485b0
5, 702 abs. 2 satz 2 zpo|maschinell lesbarer form|Specifies that the opposition must be submitted in a machine-readable form|f210a6d006dd4b75b6d01db870daa91b
widerspruch|maschinell lesbarer form|Specifies that the opposition can be submitted in machine-readable form|f210a6d006dd4b75b6d01db870daa91b
antragsgegner|widerspruch|Antragsgegner can submit the opposition to the court|f210a6d006dd4b75b6d01db870daa91b
antragsgegner|geschäftsstelle|Antragsgegner can submit the opposition to the court record|f210a6d006dd4b75b6d01db870daa91b
antragsgegner|formular|Antragsgegner can submit the opposition using the introduced form|f210a6d006dd4b75b6d01db870daa91b
126c) sperrwirkung|erlass des vollstreckungsbescheids|Specifies that the issuance of the enforcement order is prevented|f210a6d006dd4b75b6d01db870daa91b
widerspruch|mahnverfahren|Widerspruch affects the progress of the Mahnverfahren|f210a6d006dd4b75b6d01db870daa91b
vollstreckungsbescheid|widerspruch|Specifies that a late opposition is treated as an objection to the enforcement order|f210a6d006dd4b75b6d01db870daa91b
vollstreckungsbescheid|einspruch|Specifies that a late opposition is treated as an objection to the enforcement order|f210a6d006dd4b75b6d01db870daa91b
wiedereinsetzung|§ 233 zpo|Wiedereinsetzung does not apply analogously to § 233 ZPO|f210a6d006dd4b75b6d01db870daa91b
vollstreckungsbescheid|antragsteller|Specifies that if there is no opposition, the applicant can apply for the enforcement order|f210a6d006dd4b75b6d01db870daa91b
vollstreckungsbescheid|mahnbescheid|Specifies that the enforcement order is issued based on the Mahnbescheid|f210a6d006dd4b75b6d01db870daa91b
vollstreckungsbescheid|mahngericht|Der Vollstreckungsbescheid wird durch das Mahngericht erlassen.|9963f4b241db40f2ae4e222faf8acd12
verfahren|prozessgericht|Das Verfahren wird an ein Prozessgericht abgegeben bzw. verwiesen.|9963f4b241db40f2ae4e222faf8acd12
verfahren|vollstreckungsbescheid|Das Verfahren betrifft auch den Vollstreckungsbescheid.|9963f4b241db40f2ae4e222faf8acd12
prozessgericht|rechtspfleger|Funktionell zuständig ist auch hier der Rechtspfleger.|9963f4b241db40f2ae4e222faf8acd12
vollstreckungsbescheid|antragsgegner|Der Vollstreckungsbescheid wird dem Antragsgegner von Amts wegen zugestellt.|9963f4b241db40f2ae4e222faf8acd12
antragsteller|zustellung|Der Antragsteller kann die Übergabe zur Zustellung im Parteibetrieb beantragen.|9963f4b241db40f2ae4e222faf8acd12
vollstreckungsbescheid|versäumnisurteil|The Vollstreckungsbescheid is considered equal to a preliminary enforceable default judgment|854a731fbf2b411c93d6cc55f9efe47b
vollstreckungsbescheid|einspruch|The Einspruch is the only remedy against the Vollstreckungsbescheid|854a731fbf2b411c93d6cc55f9efe47b
einspruch|antragsgegner|The Einspruch can be filed by Einreichung der Einspruchsschrift bei dem Mahngericht by the Antragsgegner|854a731fbf2b411c93d6cc55f9efe47b
einspruch|einspruchsfrist|The Einspruchsfrist is 2 Wochen ab Zustellung des Vollstreckungsbescheids an den Antragsgegner|854a731fbf2b411c93d6cc55f9efe47b
einspruch|vordruck|For the Einspruch, kein Vordruck vorgesehen is|854a731fbf2b411c93d6cc55f9efe47b
einspruch|anwaltszwang|No Anwaltszwang is required for the Einlegung eines Einspruchs|854a731fbf2b411c93d6cc55f9efe47b
einspruch|begründung|The Einspruch braucht nicht begründet zu werden|854a731fbf2b411c93d6cc55f9efe47b
einspruch|rücknahme|The Einspruch can be withdrawn until the mündlichen Verhandlung zur Hauptsache|854a731fbf2b411c93d6cc55f9efe47b
widerspruch|mahnbescheid|Widerspruch can be made against the Mahnbescheid|854a731fbf2b411c93d6cc55f9efe47b
antrag|widerspruch|The Antrag auf Durchführung des streitigen Verfahrens can be made after a rechtzeitigem Widerspruch|854a731fbf2b411c93d6cc55f9efe47b
antrag|streitantrag|The Streitantrag can be included in the Mahnantrag|854a731fbf2b411c93d6cc55f9efe47b
abgabe|streitgericht|The Verfahren is given to Streitgericht by Abgabeverfügung|854a731fbf2b411c93d6cc55f9efe47b
1 nr. 5|692 abs.|The relationship between the sections of the legal code.|04777694416c4b01a0b8603663a593ea
zpo|entscheidung|Die ZPO regelt die Abgabe an ein anderes Gericht für die Entscheidung des Rechtsstreits.|96e793709ab441ddbf5801970ab5989c
abgabe|gericht|Die Abgabe erfolgt an ein anderes Gericht, wenn beide Parteien einverstanden sind, gemäß § 696 Abs. 1 Satz 1 ZPO.|96e793709ab441ddbf5801970ab5989c
abgabeanträge|mahngericht|Die gleichzeitig oder nacheinander erklärten Abgabeanträge müssen beim Mahngericht vorliegen, bevor die Abgabe vollzogen ist (BGHReport 2003, 42).|96e793709ab441ddbf5801970ab5989c
zuständigkeitsprüfung|empfangsgericht|Das Empfangsgericht prüft seine Zuständigkeit selbst gemäß § 696 Abs. 5 ZPO.|96e793709ab441ddbf5801970ab5989c
rechtsstreit|wahlrecht|Das Wahlrecht der Parteien erlischt mit Abgabe des Mahngerichts gemäß § 696 Abs. 1 Satz 1 ZPO.|96e793709ab441ddbf5801970ab5989c
kläger|wahlrecht|Das Wahlrecht des Klägers erlischt bereits mit Zustellung des Mahnbescheids (BGH NJW 1993, 1273).|96e793709ab441ddbf5801970ab5989c
rechtshängigkeit|zustellung|Sie gilt rückwirkend mit der Zustellung des Mahnbescheids als eingetreten gemäß § 696 Abs. 3 ZPO.|96e793709ab441ddbf5801970ab5989c
abgabe|widerspruch|Sie gilt rückwirkend mit der Zustellung des Mahnbescheids als eingetreten, wenn die Abgabe an das Streitgericht alsbald nach Widerspruch erfolgt, gemäß § 696 Abs. 3 ZPO.|96e793709ab441ddbf5801970ab5989c
empfangsgericht|wohnsitz|Ist das im Mahnantrag bezeichnete Streitgericht erst nach Zustellung des Mahnbescheids unzuständig geworden, weil sich der Wohnsitz des Beklagten verändert hat, bleibt das Empfangsgericht nicht nach § 261 Abs. 3 Nr.|96e793709ab441ddbf5801970ab5989c
zpo|rechtshängigkeit|definiert die Rechtshängigkeit und ist die Grundlage für die Zuständigkeitsprüfung|5493daebbec14708bd66cd85be87b820
rechtshängigkeit|§ 696 abs. 3 zpo|beschreibt die rückbezogene Rechtshängigkeit gemäß § 696 Abs. 3 ZPO|5493daebbec14708bd66cd85be87b820
rechtshängigkeit|empfangsgerichts|ist nicht maßgebend für die Zuständigkeitsprüfung des Empfangsgerichts|5493daebbec14708bd66cd85be87b820
prozessgericht|akten|bezieht sich auf den Zeitpunkt des Eingangs der Akten beim Prozessgericht|5493daebbec14708bd66cd85be87b820
empfangsgericht|antragsteller|Das Empfangsgericht fordert den Antragsteller formlos auf, seinen Anspruch zu begründen.|ad512c1cea64401b8df50cc89c45a3af
anspruchsbegründung|klageschrift|Die Anspruchsbegründung muss nach Form und Inhalt einer Klageschrift nach § 253 Abs. 2 ZPO entsprechen.|ad512c1cea64401b8df50cc89c45a3af
anspruchsbegründung|antrag|Die Anspruchsbegründung muss insbesondere einen Antrag enthalten.|ad512c1cea64401b8df50cc89c45a3af
amtsgericht|anspruchsbegründung|Vor dem Amtsgericht kann die Anspruchsbegründung zu Protokoll des Urkundsbeamten der Geschäftsstelle gegeben werden.|ad512c1cea64401b8df50cc89c45a3af
anwaltsprozess|anspruchsbegründung|Im Anwaltsprozess ist die Anspruchsbegründung durch einen zugelassenen Rechtsanwalt einzureichen.|ad512c1cea64401b8df50cc89c45a3af
geschäftsstelle|antragsteller|Die Geschäftsstelle setzt dem Antragsteller für die Anspruchsbegründung eine Frist von 2 Wochen.|ad512c1cea64401b8df50cc89c45a3af
antragsteller|frist|Lässt der Antragsteller die Frist verstreichen, so hat das für ihn keine nachteiligen Folgen.|ad512c1cea64401b8df50cc89c45a3af
anspruchsbegründung|verfahren|Reicht der Antragsteller bis zum Ablauf der gesetzten Frist keine Anspruchsbegründung ein, so ruht der Vorgang bei Gericht. Trifft sie innerhalb von 6 Monaten ein, so nimmt das Verfahren wie nach Eingang einer Klage seinen Fortgang.|ad512c1cea64401b8df50cc89c45a3af
anspruchsbegründung|akten| Wird innerhalb von 6 Monaten keine Anspruchsbegründung eingereicht und stellt der Antragsgegner keinen Antrag auf Terminbestimmung, so werden die Akten nach Ablauf des halben Jahres weggelegt, § 7 AktO.|ad512c1cea64401b8df50cc89c45a3af
antragsgegner|anspruchsbegründung|Der Antragsgegner kann den früheren Fortgang des Verfahrens auch ohne Vorliegen einer Anspruchsbegründung erreichen, indem er den Antrag auf Bestimmung eines Termins zur mündlichen Verhandlung stellt.|ad512c1cea64401b8df50cc89c45a3af
vorsitzende|antragsteller|Mit der Terminverfügung setzt der Vorsitzende dem Antragsteller eine richterliche Frist zur Begründung des Anspruchs.|ad512c1cea64401b8df50cc89c45a3af
antragsteller|vorbringen|Versäumt der Antragsteller auch die Frist, läuft er Gefahr, dass sein Vorbringen als verspätet zurückgewiesen wird.|ad512c1cea64401b8df50cc89c45a3af
§ 697 abs. 2 satz 1 zpo|anspruchsbegründung|Defines the procedure to be followed upon receipt of the statement of claim, treating it as if a lawsuit has been filed.|bb8f9b0687604df8a7531b89dda39fbc
anspruchsbegründung|klage|Anspruchsbegründung is likened to the filing of a lawsuit, indicating a formal step in the legal process.|bb8f9b0687604df8a7531b89dda39fbc
vorsitzende|§ 272 abs. 2 zpo|The chairman has the authority according to § 272 Abs. 2 ZPO to schedule the early first hearing or to initiate written proceedings.|bb8f9b0687604df8a7531b89dda39fbc
§ 272 abs. 2 zpo|termin zur mündlichen verhandlung|Defines the authority of the chairman to schedule the early first hearing for an oral hearing.|bb8f9b0687604df8a7531b89dda39fbc
§ 272 abs. 2 zpo|schriftliches vorverfahren|Defines the authority of the chairman to initiate the written preliminary proceedings.|bb8f9b0687604df8a7531b89dda39fbc
klageschrift|verfahrensablauf|Der weitere Verfahrensablauf ist derselbe wie nach Einleitung durch die Klageschrift|c233ae8a12bf4bb1a648a85df2cd95b4
widerspruch|mahnbescheid|Der Widerspruch gegen den Mahnbescheid ist nicht als Anzeige der Verteidigungsabsicht zu werten|c233ae8a12bf4bb1a648a85df2cd95b4
widerspruch|anspruchsbegründung|weil sie keine Reaktion auf die erst danach eingehende Anspruchsbegründung darstellt|c233ae8a12bf4bb1a648a85df2cd95b4
beklagter|prozessaussichten|seine Prozessaussichten zu beurteilen|c233ae8a12bf4bb1a648a85df2cd95b4
beklagter|verteidigungsabsicht|Er muss deshalb seine fortbestehende Verteidigungsabsicht dem Gericht erneut mitteilen|c233ae8a12bf4bb1a648a85df2cd95b4
mahnverfahren|anspruchsbegründung|kann die Frist zur Klageerwiderung nach einem vorangegangenen Mahnverfahren auch an die Zustellung der Anspruchsbegründung geknüpft werden|c233ae8a12bf4bb1a648a85df2cd95b4
mahnverfahren|frist|sodass die Frist für die Verteidigungsanzeige und die Frist zur Klageerwiderung parallel laufen und insgesamt nur 2 Wochen betragen können|c233ae8a12bf4bb1a648a85df2cd95b4
mahngericht|vollstreckungsbescheid|Hat das Mahngericht einen Vollstreckungsbescheid erlassen, ist der statthafte Rechtsbehelf nur noch der Einspruch|c233ae8a12bf4bb1a648a85df2cd95b4
einspruch|abgabe|Nach Eingang des Einspruchs erfolgt die Abgabe des Verfahrens durch das Mahngericht von Amts wegen an das im Mahnbescheid als Streitgericht bezeichnete Gericht oder an das von den Parteien übereinstimmend bezeichnete andere Gericht|c233ae8a12bf4bb1a648a85df2cd95b4
einspruch|kosten|Die Abgabe erfolgt auch, wenn die weiteren Kosten noch nicht einbezahlt sind|c233ae8a12bf4bb1a648a85df2cd95b4
gericht|rechtsstreit|Mit Eingang des Aktenausdrucks mit dem Einspruchsschreiben beim Empfangsgericht wird der Rechtsstreit dort anhängig|c233ae8a12bf4bb1a648a85df2cd95b4
einspruch|anspruchsbegründung|Bei zulässigem Einspruch wird der Antragsteller durch die Geschäftsstelle zur Vorlage einer Anspruchsbegründung binnen 2 Wochen aufgefordert|c233ae8a12bf4bb1a648a85df2cd95b4
geschäftsstelle|frist|Nach fristgerechtem Eingang der Anspruchsbegründung ist wie nach Eingang einer Klage weiter zu verfahren|c233ae8a12bf4bb1a648a85df2cd95b4
geschäftsstelle|verteidigungsabsicht|Bei Anordnung des schriftlichen Vorverfahrens kann keine Frist zur Anzeige der Verteidigungsabsicht gesetzt werden|c233ae8a12bf4bb1a648a85df2cd95b4
vorsitzende|frist|Der Vorsitzende setzt nur eine mindestens zweiwöchige Frist zur Klageerwiderung, nach deren Ablauf er dann Haupttermin bestimmt|c233ae8a12bf4bb1a648a85df2cd95b4
vorsitzende|verhandlung|Sinnvoller erscheint jedoch, sogleich einen frühen ersten Termin zur mündlichen Verhandlung über Einspruch und Hauptsache zu bestimmen|c233ae8a12bf4bb1a648a85df2cd95b4
vorsitzende|termin|Geht die Anspruchsbegründung innerhalb der von der Geschäftsstelle gesetzten Frist nicht ein, so bestimmt der Vorsitzende unverzüglich von Amts wegen Termin|c233ae8a12bf4bb1a648a85df2cd95b4
beklagter|tatsachenvortrag|zur Zurückweisung späteren Tatsachenvortrags führen kann|c233ae8a12bf4bb1a648a85df2cd95b4
beklagter|ii. versäumnisurteil|Ist der Beklagte im Termin zur mündlichen Verhandlung säumig, so kann gegen ihn unter den Voraussetzungen des § 700 Abs. 6, HS 1 ZPO ein „II. Versäumnisurteil” ergehen|c233ae8a12bf4bb1a648a85df2cd95b4
richter|vollstreckungsbescheid|Der Richter hat nun die allgemeinen Zulässigkeitsvoraussetzungen, die Schlüssigkeit der Klage und die Gesetzmäßigkeit des Vollstreckungsbescheids zu prüfen|c233ae8a12bf4bb1a648a85df2cd95b4
richter|einspruch|Im Zweiten Versäumnisurteil ist der Einspruch zu verwerfen|c233ae8a12bf4bb1a648a85df2cd95b4
kläger|berufung|Gegen das Zweite Versäumnisurteil steht dem Beklagten kein weiterer Einspruch zu. Es kann lediglich unter den Voraussetzungen des § 514 Abs. 2 ZPO mit der Berufung und der Behauptung angegriffen werden, ein Fall der schuldhaften Säumnis habe nicht vorgelegen|c233ae8a12bf4bb1a648a85df2cd95b4
klage|kosten des rechtsstreits|Die Klage wird abgewiesen. 3. Der Kläger trägt die Kosten des Rechtsstreits|50fb4a0293e54414ad4e84edc3651e9f
urteil|sicherheitsleistung|Das Urteil ist gegen Sicherheitsleistung von… vorläufig vollstreckbar.|50fb4a0293e54414ad4e84edc3651e9f
richter|prüfung|Führt die Prüfung des Richters…|50fb4a0293e54414ad4e84edc3651e9f
vollstreckungsbescheid|verfahrensmäßige unzulässigkeit|…zum Ergebnis, dass der Vollstreckungsbescheid verfahrensmäßig unzulässig war|50fb4a0293e54414ad4e84edc3651e9f
versäumnisurteil|einspruch|Ist bereits eine erste Säumnis gar nicht vorgelegen hatte. In diesem Fall ergeht deshalb ein “I. Versäumnisurteil”.|50fb4a0293e54414ad4e84edc3651e9f
einspruch|zweites versäumnisurteil|…so kann dagegen nach dem Grundsatz der Meistbegünstigung sowohl Einspruch als auch Berufung eingelegt werden|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|rechtliche hilfe|Sie können Beratungshilfe erhalten, wenn Sie nicht das erforderliche Geld für rechtliche Hilfe in außergerichtlichen Verfahren haben.|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|rechtsberatung|Die Beratungshilfe unterstützt Sie darin, Ihre Rechte wahrnehmen zu können. Gegen eine geringe Eigenbeteiligung erhalten Menschen mit niedrigem Einkommen Rechtsberatung und Rechtsvertretung.|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|zivilrechts|Die Beratungshilfe erhalten Sie in Angelegenheiten des Zivilrechts (z.B. Kaufrecht, Mietrecht, nachbarrechtliche Streitigkeiten, Familiensachen)|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|verwaltungsrechts|Die Beratungshilfe erhalten Sie in Angelegenheiten des Verwaltungsrechts (z.B. Wohngeld, Bausachen, Schul- und Hochschulrecht, Gewerberecht)|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|verfassungsrechts|Die Beratungshilfe erhalten Sie in Angelegenheiten des Verfassungsrechts (z.B. Verfassungsbeschwerde gegen Grundrechtsverletzung)|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|sozialrechts|Die Beratungshilfe erhalten Sie in Angelegenheiten des Sozialrechts (z.B. Renten- und Versorgungsangelegenheiten oder Fragen zur Arbeitslosenversicherung)|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|steuerrechts|Die Beratungshilfe erhalten Sie in Angelegenheiten des Steuerrechts|50fb4a0293e54414ad4e84edc3651e9f
beratungshilfe|strafrechts|In Angelegenheiten des Strafrechts und des Ordnungswidrigkeitenrechts erhalten Sie eine Beratung, aber keine rechtliche Vertretung.|50fb4a0293e54414ad4e84edc3651e9f
rechtsantragstelle|amtsgerichts|Die Rechtsantragstelle des Amtsgerichts, in dessen Bezirk Sie Ihren Wohnsitz haben.|50fb4a0293e54414ad4e84edc3651e9f
rechtsantragstelle|rechtsanwalt|Der Rechtspfleger oder die Rechtspflegerin der Rechtsantragstelle berät Sie, wenn Ihr Anliegen direkt erledigt werden kann, beispielsweise durch eine sofortige Auskunft, einen Hinweis auf andere Möglichkeiten für Hilfe oder die Aufnahme eines Antrags oder einer Erklärung. Damit können Sie sich von einem Rechtsanwalt oder einer Rechtsanwältin Ihrer Wahl beraten lassen.|50fb4a0293e54414ad4e84edc3651e9f
rechtsverfolgung|rechtsverteidigung|bezug zueinander in Bezug auf die mutwilligkeit|fab6677a49544d8088de62ef1360b04b
antragsteller|verständige person|Antragsteller in Bezug auf die finanzielle Leistungsfähigkeit|fab6677a49544d8088de62ef1360b04b
erfolgsaussichten|gericht|Gerichtsbeurteilung der Erfolgsaussichten im Einzelfall|fab6677a49544d8088de62ef1360b04b
antragsteller|kosten|Kostenübernahme durch andere Wege wie Rechtsschutzversicherung, Gewerkschaft oder eine haftende Person|fab6677a49544d8088de62ef1360b04b
prozess- oder verfahrenskostenhilfe|anwalt|Anwaltskosten bei Beantragung von Prozess- oder Verfahrenskostenhilfe|fab6677a49544d8088de62ef1360b04b
prozess- oder verfahrenskostenhilfe|verfahrenskosten|Kostenabdeckung durch Prozess- oder Verfahrenskostenhilfe|fab6677a49544d8088de62ef1360b04b
prozess- oder verfahrenskostenhilfe|verpflichtung|Verpflichtung zur Ratenzahlung unter bestimmten Voraussetzungen|fab6677a49544d8088de62ef1360b04b
prozess- oder verfahrenskostenhilfe|verfahrensverlust|Kostenübernahme bei Verfahrensverlust|fab6677a49544d8088de62ef1360b04b
verhältnisse|prozess- oder verfahrenskostenhilfe|Überprüfung der Verhältnisse für die Aufrechterhaltung von der Prozess- oder Verfahrenskostenhilfe|fab6677a49544d8088de62ef1360b04b
antragsteller|verpflichtung|Anzeige und Nachweis der Veränderungen im persönlichen und wirtschaftlichen Verhältnissen|fab6677a49544d8088de62ef1360b04b
